<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<AMOUNT>;<VOLUME>
MFON;D;20170327;000000;613;613;599.9;608.4;104880;63478999
MFON;D;20170328;000000;608.5;620.3;608.5;619.9;143010;87855679
MFON;D;20170329;000000;619.9;628.8;617;627;226860;141780122
MFON;D;20170330;000000;628.1;630.7;617.9;630.5;213250;133223769
MFON;D;20170331;000000;630.9;642.9;625.2;639;271550;172932695
MFON;D;20170403;000000;640.7;642;636;640.6;123170;78840541
MFON;D;20170404;000000;641;642;635.6;638.7;388580;248377428
MFON;D;20170405;000000;642;645;632.4;636.2;390940;249405200
MFON;D;20170406;000000;640;643.7;636.3;640.2;271010;173966355
MFON;D;20170407;000000;640.2;642.4;625.5;632.7;179870;113545929
MFON;D;20170410;000000;630;630;613.3;614.2;134530;83566416
MFON;D;20170411;000000;615;618.8;610.2;612.5;65090;40009413
MFON;D;20170412;000000;613.6;620.8;603.2;603.4;140950;86151366
MFON;D;20170413;000000;607.3;607.3;589;593.7;225980;134589550
MFON;D;20170414;000000;595.7;601.3;590.8;592.1;53600;31962264
MFON;D;20170417;000000;595.9;598.4;591.6;598.4;69800;41590076
MFON;D;20170418;000000;598.7;606.3;585.3;594.3;420850;250708367
MFON;D;20170419;000000;594.3;598.1;580.7;583.6;227360;133144470
MFON;D;20170420;000000;578.6;581;568.1;576;289640;166202080
MFON;D;20170421;000000;579.5;587.9;577;583.4;113820;66398872
MFON;D;20170424;000000;585.4;597;585.3;596.9;177520;105098713
MFON;D;20170425;000000;599;603.1;593;600.6;161980;97079222
MFON;D;20170426;000000;603.8;606.1;599.5;606;183100;110383827
MFON;D;20170427;000000;605;605;593;596.1;158280;94639803
MFON;D;20170428;000000;596.7;606.1;595.9;598.8;131580;79135115
MFON;D;20170502;000000;600;615;598.6;610;206550;126204517
MFON;D;20170503;000000;610;616;595.4;603.1;366170;220893227
MFON;D;20170504;000000;603;612.8;598.9;600;325410;196807781
MFON;D;20170505;000000;598;602;592.3;597.3;145050;86548936
MFON;D;20170510;000000;600.1;603.8;598;603.5;97290;58484264
MFON;D;20170511;000000;603.5;604;597;600;131200;78815101
MFON;D;20170512;000000;602.8;603.2;595.2;597.8;85380;51033523
MFON;D;20170515;000000;599.5;604;596.4;600.6;171150;102874824
MFON;D;20170516;000000;600.8;612;597.9;599.3;422390;256080872
MFON;D;20170517;000000;603.8;608.9;600.4;602.7;125670;76020678
MFON;D;20170518;000000;604.5;607.9;599.4;600.5;144400;87176757
MFON;D;20170519;000000;600.3;606.6;600;604.6;141240;85252087
MFON;D;20170522;000000;604.3;604.6;598;601.8;118700;71230303
MFON;D;20170523;000000;602.5;609;602;609;116540;70780419
MFON;D;20170524;000000;609.7;610.4;600;608.1;202510;122896163
MFON;D;20170525;000000;612;626.3;600.3;605;425260;258567383
MFON;D;20170526;000000;605;605;592.9;601;278490;166598399
MFON;D;20170529;000000;600.2;603.1;595.1;595.5;33410;19975082
MFON;D;20170530;000000;594;602;593;599.5;271800;162449918
MFON;D;20170531;000000;600.5;602.3;593.2;597;294230;175373075
MFON;D;20170601;000000;597;597.2;589.1;589.1;167690;99448457
MFON;D;20170602;000000;588.9;590.6;579.6;589.3;203490;118998205
MFON;D;20170605;000000;589.5;591.5;582;585;70840;41489997
MFON;D;20170606;000000;586;588.6;583.6;584.4;44470;26032616
MFON;D;20170607;000000;585.2;589.8;582.1;582.1;89580;52500976
MFON;D;20170608;000000;582.6;586.2;580.5;585.8;61330;35704615
MFON;D;20170609;000000;585.8;590;582.6;585.4;36420;21397338
MFON;D;20170613;000000;588.8;598.9;581.8;587.2;277360;162368748
MFON;D;20170614;000000;581;584.7;551.2;551.2;769400;433814851
MFON;D;20170615;000000;550.1;558.1;542.6;557.1;701090;385517260
MFON;D;20170616;000000;556.9;560.3;537;537;333010;181911506
MFON;D;20170619;000000;540;552;539.3;550.2;157770;86320326
MFON;D;20170620;000000;545;550.7;538.8;541.5;279460;151666684
MFON;D;20170621;000000;537.9;545;532;538.5;300490;161758362
MFON;D;20170622;000000;538.4;543;532;540.8;97140;52147574
MFON;D;20170623;000000;540.8;546.7;539;542.4;96600;52406063
MFON;D;20170626;000000;544.3;545.8;536.3;537.1;79880;43169353
MFON;D;20170627;000000;539.1;540.4;534;538.5;144920;77861676
MFON;D;20170628;000000;538.5;549.8;535;545.9;159320;86617674
MFON;D;20170629;000000;551;551.5;540.1;541.2;91420;49802923
MFON;D;20170630;000000;543.3;544.5;532.6;538;294780;158202499
MFON;D;20170703;000000;538.9;542.2;535;540.2;117880;63319619
MFON;D;20170704;000000;543;559;542.9;557.5;297940;164989511
MFON;D;20170705;000000;560;572.9;558;570.1;257720;146023064
MFON;D;20170706;000000;570;573.9;565.9;570;145130;82764292
MFON;D;20170707;000000;572;572;563.5;567;273590;155072790
MFON;D;20170710;000000;539.2;547.4;537.4;546.3;259100;140797854
MFON;D;20170711;000000;548;549.2;545;548.8;125160;68532196
MFON;D;20170712;000000;550.8;560.8;550.1;553.7;171610;95631591
MFON;D;20170713;000000;555.5;562.7;551.3;557.3;118470;65876379
MFON;D;20170714;000000;555.5;558.5;551.2;554.5;93470;51874776
MFON;D;20170717;000000;555.6;557.6;548;557.3;217740;120143353
MFON;D;20170718;000000;556.2;561;554.3;555.9;115690;64467112
MFON;D;20170719;000000;556;561;554.5;559.4;100870;56320989
MFON;D;20170720;000000;557.5;563.4;555;557;119940;67139190
MFON;D;20170721;000000;559.8;567.3;550.2;552.1;133070;74382616
MFON;D;20170724;000000;545.7;559.7;545.7;554.5;219110;121595052
MFON;D;20170725;000000;554.2;563;554.2;561.5;279660;156177833
MFON;D;20170726;000000;562;563.5;556.2;560.1;136460;76299977
MFON;D;20170727;000000;562.4;568.5;559.8;568;111070;62791874
MFON;D;20170728;000000;567.9;570.3;560.7;564.4;175310;99382428
MFON;D;20170731;000000;564.4;569.7;558.5;567.9;87390;49247649
MFON;D;20170801;000000;568.2;569.4;565;565.1;254990;144623297
MFON;D;20170802;000000;565.6;569.5;563;569.4;546890;310453023
MFON;D;20170803;000000;566.2;572.1;564.1;565.8;265250;150320599
MFON;D;20170804;000000;565.5;573.8;562.3;572.7;94070;53524861
MFON;D;20170807;000000;572.7;580;572.5;577.8;61720;35628189
MFON;D;20170808;000000;571;584.9;571;584;116830;68003217
MFON;D;20170809;000000;583.7;586.6;579.4;582.9;408850;238954957
MFON;D;20170810;000000;582.9;584.2;579.2;583;403230;234153190
MFON;D;20170811;000000;580;583.5;570;578.2;155760;89646648
MFON;D;20170814;000000;578.6;582.8;571.2;576.4;190310;109470123
MFON;D;20170815;000000;573.4;578.9;573.4;578.2;113930;65657409
MFON;D;20170816;000000;573.2;578.8;570.5;570.5;71690;41201139
MFON;D;20170817;000000;567.1;569.7;549.4;561.1;266060;149012604
MFON;D;20170818;000000;560;561.1;555.4;556.5;139720;77899768
MFON;D;20170821;000000;557;564.2;555.1;562.4;107060;59990074
MFON;D;20170822;000000;560.2;566.6;559.6;564;145860;82164506
MFON;D;20170823;000000;564.4;567.7;556.4;560;201430;112940328
MFON;D;20170824;000000;560.9;561.8;556.5;558;498900;278313180
MFON;D;20170825;000000;558.7;558.7;540.3;544.5;1155060;633223140
MFON;D;20170828;000000;544;545.7;542;545.5;93410;50830502
MFON;D;20170829;000000;545.5;554.9;541.1;553.5;201800;110535419
MFON;D;20170830;000000;555;561.8;550;557.5;236600;131150226
MFON;D;20170831;000000;557.5;567.4;553.7;567;324140;182544900
MFON;D;20170901;000000;566;576;564.3;570.7;319630;182875489
MFON;D;20170904;000000;568.7;574.6;564.6;571.4;213050;121559910
MFON;D;20170905;000000;573.7;579.8;571.6;578.3;282630;162900135
MFON;D;20170906;000000;573.7;581.4;567.2;579.9;386750;222894033
MFON;D;20170907;000000;578;584.8;577.7;582.9;130070;75735709
MFON;D;20170908;000000;580;584.6;574.3;577.7;81690;47333886
MFON;D;20170911;000000;578;584;574.9;580.9;120700;69763624
MFON;D;20170912;000000;575.2;592;575.2;592;160070;93815613
MFON;D;20170913;000000;592.7;594.3;587.2;591.9;137960;81486839
MFON;D;20170914;000000;590;594.4;584;587.8;226980;133538209
MFON;D;20170915;000000;592.9;604.2;587.9;595;368740;219961043
MFON;D;20170918;000000;603.5;606.9;599.5;600.7;225310;135999962
MFON;D;20170919;000000;598.2;604;596.2;604;52410;31449924
MFON;D;20170920;000000;604;607.1;597;606;203570;123228308
MFON;D;20170921;000000;607.6;608.7;601.5;604;120090;72563501
MFON;D;20170922;000000;604;604;584.5;592;360530;212844550
MFON;D;20170925;000000;592.2;596.9;585.5;588.1;138740;81744756
MFON;D;20170926;000000;591.6;606;586.2;605;251720;151294616
MFON;D;20170927;000000;604.9;607;599.2;605.7;820460;497116062
MFON;D;20170928;000000;601.9;631.5;601.1;629.7;432670;268977592
MFON;D;20170929;000000;629.9;656;625.7;656;649110;419044624
MFON;D;20171002;000000;660;663;636.6;639;381180;245949361
MFON;D;20171003;000000;596;610.8;590;590;10123050;6075703171
MFON;D;20171004;000000;591;598.4;591;593.9;1430610;851180270
MFON;D;20171005;000000;596.6;605;593;596.4;1844970;1104517678
MFON;D;20171006;000000;598;600.8;594;594.4;992740;591801075
MFON;D;20171009;000000;595;602.3;594;594.8;684850;409019102
MFON;D;20171010;000000;595.8;595.8;588.1;589.5;562030;332512484
MFON;D;20171011;000000;590;594;588.8;589.4;648660;383558409
MFON;D;20171012;000000;589.9;592.6;586.1;592;555200;327811781
MFON;D;20171013;000000;592.5;593.1;587.7;588.2;266860;157523153
MFON;D;20171016;000000;588.9;591.9;588.2;589;249220;146940556
MFON;D;20171017;000000;588.1;591.7;588.1;590.6;569060;335888780
MFON;D;20171018;000000;590.3;591.5;582.4;588.6;416900;244638778
MFON;D;20171019;000000;588.1;589.1;581.4;583.5;590470;344869877
MFON;D;20171020;000000;583.5;584.8;580.1;584.6;605880;353128811
MFON;D;20171023;000000;584.1;589.2;582.2;584.3;538250;314782219
MFON;D;20171024;000000;583.2;588.9;582.4;588.8;254900;149616960
MFON;D;20171025;000000;587.7;594.5;587.7;591;522410;309403419
MFON;D;20171026;000000;588.9;592.8;552.3;566.3;2342300;1327240543
MFON;D;20171027;000000;565.1;573.1;558.7;569.2;1554460;883770296
MFON;D;20171030;000000;568.1;573.7;561.7;570.9;797550;451663771
MFON;D;20171031;000000;543.8;587.6;543;580;2460610;1410708236
MFON;D;20171101;000000;583.9;592;579.8;589;855000;501713632
MFON;D;20171102;000000;590;593.9;580.4;580.4;424730;248663790
MFON;D;20171103;000000;582.5;587.9;580.9;587.8;247460;144961163
MFON;D;20171107;000000;583.7;592.5;583.7;588.5;470840;276895041
MFON;D;20171108;000000;589.2;591.5;582.1;582.1;404740;237338035
MFON;D;20171109;000000;585;586.9;580.2;583.9;355490;207342618
MFON;D;20171110;000000;584.7;585;575.5;576;452240;262604412
MFON;D;20171113;000000;576;580;568.1;572;581670;334283261
MFON;D;20171114;000000;562;564;553;554.9;1636650;909959947
MFON;D;20171115;000000;551;554.8;544.3;545.1;583110;319402709
MFON;D;20171116;000000;546.4;550.5;540.5;549.3;520840;283519414
MFON;D;20171117;000000;549.5;554.4;545.9;552.7;180520;99347772
MFON;D;20171120;000000;552.7;556.9;550;553.9;162260;89721415
MFON;D;20171121;000000;556;556.5;553.1;555.9;367390;203681101
MFON;D;20171122;000000;554.5;556.5;549.2;556.5;611650;338262162
MFON;D;20171123;000000;554;558.5;553;557.5;111960;62267941
MFON;D;20171124;000000;555.3;559.6;551.2;553.2;304110;168700032
MFON;D;20171127;000000;553;557;551.5;554.1;438150;242814206
MFON;D;20171128;000000;552.5;556.5;552.2;553;647140;358334433
MFON;D;20171129;000000;552.5;554.6;537.9;542.2;821230;446319617
MFON;D;20171130;000000;541;550;526.6;550;942390;510006802
MFON;D;20171201;000000;548.1;551.9;539.3;542.1;517100;281794769
MFON;D;20171204;000000;537.5;543.4;532.1;533;799120;427007667
MFON;D;20171205;000000;534.4;534.4;518;520;1338440;697900376
MFON;D;20171206;000000;521.9;531.7;516.8;528.4;418080;219356560
MFON;D;20171207;000000;528.4;528.4;521.5;525.4;280360;147067135
MFON;D;20171208;000000;531.5;533.6;521.7;522.5;360370;189095009
MFON;D;20171211;000000;521;527;518.7;520.5;166560;86879595
MFON;D;20171212;000000;521;526;520.8;521.6;354240;185592066
MFON;D;20171213;000000;520.2;525.9;512.3;517.6;304130;157523352
MFON;D;20171214;000000;518.2;520.7;514.4;517;158130;81709358
MFON;D;20171215;000000;517.1;524;516.9;524;151980;78968559
MFON;D;20171218;000000;523;529.9;523;524.9;380360;200316899
MFON;D;20171219;000000;524;529;522.3;524.9;167320;87917373
MFON;D;20171220;000000;523.5;526.3;523.5;524;209240;109821030
MFON;D;20171221;000000;523.6;527.8;518;520.3;310850;161622465
MFON;D;20171222;000000;518.2;527;518.1;526.5;147760;77341235
MFON;D;20171225;000000;525.5;529.7;520.9;520.9;37700;19727532
MFON;D;20171226;000000;521.5;522.8;518.1;519.7;119650;62157971
MFON;D;20171227;000000;521;522.5;514;514;295010;152218311
MFON;D;20171228;000000;513;515.5;510.8;513;165090;84704950
MFON;D;20171229;000000;514.1;514.4;509.1;512.9;165470;84632781
MFON;D;20180103;000000;512.9;517.3;512.4;512.4;152120;78203871
MFON;D;20180104;000000;512.4;533.2;512.4;521.1;491710;256218836
MFON;D;20180105;000000;522.9;529.2;520.6;523.1;196030;102580885
MFON;D;20180109;000000;522.1;529.4;522.1;523.6;283770;149637610
MFON;D;20180110;000000;523.7;531;522;523;247820;130274085
MFON;D;20180111;000000;524.9;531;522.2;530.9;408380;214930971
MFON;D;20180112;000000;530.8;530.9;525.2;527;346580;182494836
MFON;D;20180115;000000;527;539.5;526.1;526.3;406040;215413646
MFON;D;20180116;000000;526.2;528.3;523.3;525.9;221740;116610947
MFON;D;20180117;000000;523.5;525.9;513.8;516.8;511390;264975319
MFON;D;20180118;000000;516.8;521;516.8;521;161810;83956819
MFON;D;20180119;000000;520.9;524;517.6;518.5;477800;248400676
MFON;D;20180122;000000;520;521.3;515.1;516.1;314500;162573636
MFON;D;20180123;000000;517;517.5;514;514.6;298140;153562225
MFON;D;20180124;000000;515.3;516;513.1;515;886180;455829528
MFON;D;20180125;000000;514.2;515.1;511;513.3;759790;389593380
MFON;D;20180126;000000;514.7;515;511;512;363730;186408622
MFON;D;20180129;000000;511.8;515.5;510.6;514.2;181370;93057733
MFON;D;20180130;000000;515.9;520.5;512;516;379420;195895440
MFON;D;20180131;000000;516;531.9;514.6;531.4;722220;380435025
MFON;D;20180201;000000;532.6;534.2;528;532.5;381780;203080257
MFON;D;20180202;000000;530.4;532.5;522.2;524.1;144300;75875802
MFON;D;20180205;000000;523.9;523.9;511.5;514.5;369770;190578668
MFON;D;20180206;000000;511.2;514.9;506.9;509;446040;227844433
MFON;D;20180207;000000;512.7;521.4;510;520;318020;164243350
MFON;D;20180208;000000;519;522;516;519.5;351560;182637411
MFON;D;20180209;000000;515.1;518;508.6;515.6;266830;136982523
MFON;D;20180212;000000;520;524;512.9;524;147390;76243313
MFON;D;20180213;000000;524;526;517.2;524;268470;140380757
MFON;D;20180214;000000;524;530.9;522;526;315330;166129782
MFON;D;20180215;000000;527;528.8;522.3;525;151230;79430768
MFON;D;20180216;000000;524.8;535;524.8;533;278830;148046882
MFON;D;20180219;000000;534.9;546.8;531.5;542.6;369390;200232602
MFON;D;20180220;000000;545.8;564.8;542.2;554;671760;373140271
MFON;D;20180221;000000;553;572.4;552.1;563.9;790130;446188640
MFON;D;20180222;000000;564;566.6;545.4;553;483190;269186641
MFON;D;20180226;000000;560;565;550;552.9;220380;122408626
MFON;D;20180227;000000;555.4;560;550.4;550.4;325380;180600937
MFON;D;20180228;000000;553.4;564.4;549.1;564.4;634860;353721462
MFON;D;20180301;000000;560;570;555;568.1;665830;377477413
MFON;D;20180302;000000;569;569;555.1;568.8;431920;242723927
MFON;D;20180305;000000;568;578.3;566.5;574.8;609390;349456797
MFON;D;20180306;000000;572;583.9;571.6;583;1022580;591167776
MFON;D;20180307;000000;582.8;590.7;574.3;590.7;1114610;652480755
MFON;D;20180309;000000;589.8;598.4;586;598.4;280810;167178896
MFON;D;20180312;000000;598.1;600.5;561.1;573.4;2252900;1298419476
MFON;D;20180313;000000;575.1;583;570.1;571.2;891530;513799673
MFON;D;20180314;000000;574.4;581.3;567;577;951420;549229011
MFON;D;20180315;000000;572;572;506.1;524.9;3979130;2114526531
MFON;D;20180316;000000;524.8;529.5;510.4;510.4;1985530;1026633417
MFON;D;20180319;000000;517.1;523.4;515.8;519;716510;371983400
MFON;D;20180320;000000;517.7;519.5;511.8;512.5;441400;227347313
