№,Code,Security name (rus),Security name (eng),Number of issued shares,Free-float factor,Restricting coefficient,Weight (28.11.2014)
32,BANEP,"ОАО АНК ""Башнефть"", ап","JSOC Bashneft, Preferred shares",29788012,0.63,1.0,0.0022
33,EONR,"ОАО ""Э.ОН Россия"", ао","JSC ""E.ON Russia"", Ordinary shares",63048706145,0.18,1.0,0.0039
34,MAGN,"ОАО ""ММК"", ао","OJSC MMK, Ordinary shares",11174330000,0.14,1.0,0.0027
35,LSRG,"ОАО ""Группа ЛСР"", ао","OJSC LSR Group, Ordinary shares",103030215,0.33,1.0,0.0027
36,DIXY,"ОАО ""ДИКСИ Групп"", ао","DIXY Group, Ordinary shares",124750000,0.33,1.0,0.0025
37,PHST,"ОАО ""Фармстандарт"", ао","JSC ""Pharmstandard"", Ordinary shares",37792603,0.39,1.0,0.0025
38,GCHE,"ОАО ""Группа Черкизово"", ао","OJSC ""Cherkizovo Group"", Ordinary shares",43963773,0.51,1.0,0.0024
39,TRMK,"ОАО ""ТМК"", ао","TMK, Ordinary shares",937586094,0.28,1.0,0.0024
40,IRAO,"ОАО ""Интер РАО"", ао","JSC ""Inter RAO"", Ordinary shares",10440000000000,0.18,1.0,0.0024
41,MVID,"ОАО ""Компания ""М.видео"", ао","OJSC ""Company ""M.video"", Ordinary shares",179768227,0.42,1.0,0.0023
42,AFLT,"ОАО ""Аэрофлот"", ао","JSC ""Aeroflot"", Ordinary shares",1110616299,0.32,1.0,0.0021
43,FEES,"ОАО ""ФСК ЕЭС"", ао","""FGC UES"", JSC, Ordinary shares",1274665323063,0.21,1.0,0.002
44,RSTI,"ОАО ""Россети"", ао","JSC ""ROSSETI"", Ordinary shares",161078853310,0.14,1.0,0.0016
45,AKRN,"ОАО ""Акрон"", ао","JSC Acron, Ordinary shares",40534000,0.16,1.0,0.0013
46,VSMO,"ОАО ""Корпорация ВСМПО-АВИСМА"", ао","VSMPO-AVISMA Corporation, Ordinary shares",11529538,0.1,1.0,0.0011
47,MSTT,"ОАО ""МОСТОТРЕСТ"", ао","OJSC ""MOSTOTREST"", Ordinary shares",282215500,0.34,1.0,0.001
48,BSPB,"ОАО ""Банк ""Санкт-Петербург"", ао","""Bank ""Saint-Petersburg"" OJSC, Ordinary shares",439554000,0.45,1.0,0.0009
49,SVAV,"ОАО «СОЛЛЕРС», ао","SOLLERS OJSC, Ordinary shares",34270159,0.46,1.0,0.0009
50,NMTP,"ОАО ""НМТП"", ао","PJSC ""NCSP"", Ordinary shares",19259815400,0.15,1.0,0.0007
