№,Code,Security name (rus),Security name (eng),Number of issued shares,Free-float factor,Restricting coefficient,Weight (31.05.2017)
36,MTLR,"ПАО ""Мечел"", ао","Mechel PAO, Ordinary shares",416270745,0.45,1.0,0.00331
37,PLZL,"ПАО ""Полюс"", ао","PJSC Polyus, Ordinary shares",127545429,0.05,1.0,0.00321
38,TRMK,"ПАО ""ТМК"", ао","TMK, Ordinary shares",1033135366,0.3,1.0,0.00289
39,CBOM,"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК"", ао","CREDIT BANK OF MOSCOW, Ordinary shares",23879709866,0.25,1.0,0.00288
40,URKA,"ПАО ""Уралкалий"", ао","PJSC Uralkali, Ordinary shares",2936015891,0.06,1.0,0.00271
41,DSKY,"ПАО ""Детский мир"", ао","PJSC ""Detsky mir"", Ordinary shares",739000000,0.34,1.0,0.00264
42,BANEP,"ПАО АНК ""Башнефть"", ап","PJSC Bashneft, Preferred shares",29788012,0.63,1.0,0.00233
43,NMTP,"ПАО ""НМТП"", ао","PJSC ""NCSP"", Ordinary shares",19259815400,0.15,1.0,0.00226
44,AKRN,"ПАО ""Акрон"", ао","PJSC Acron, Ordinary shares",40534000,0.16,1.0,0.00217
45,UWGN,"ПАО ""НПК ОВК"", ао","PJSC ""RPC UWC"", Ordinary shares",115996689,0.2,1.0,0.00204
46,AGRO,"РОС АГРО ПЛС, ДР иностранного эмитента на акции (эмитент ДР —The Bank of New York Mellon Corporation)","ROS AGRO PLC, DR (Issuer The Bank of New York Mellon Corporation)",136666665,0.21,1.0,0.002
47,RSTI,"ПАО ""Россети"", ао","PJSC ""ROSSETI"", Ordinary shares",195995579707,0.11,1.0,0.00187
48,LSRG,"ПАО ""Группа ЛСР"", ао","PJSC LSR Group, Ordinary shares",103030215,0.33,0.5,0.00175
49,MSNG,"ПАО ""Мосэнерго"", ао","MOSENERGO, Ordinary shares",39749359700,0.15,1.0,0.00156
50,DIXY,"ПАО ""ДИКСИ Групп"", ао","PJSC ""DIXY GROUP"", Ordinary shares",124750000,0.46,1.0,0.0015
