№,Code,Security name (rus),Security name (eng),Number of issued shares,Free-float factor,Restricting coefficient,Weight (29.08.2014)
18,HYDR,"ОАО ""РусГидро"", ао","JSC ""RusHydro"", Ordinary shares",386255464890,0.34,1.0,0.0137
19,URKA,"ОАО ""Уралкалий"", ао","OJSC Uralkali, Ordinary shares",2936015891,0.22,1.0,0.013
20,RTKM,"ОАО ""Ростелеком"", ао","OJSC ""Rostelecom"", Ordinary shares",2669204301,0.28,1.0,0.0111
21,RTKMP,"ОАО ""Ростелеком"", ап","OJSC ""Rostelecom"", Preferred shares",242831469,0.6,1.0,0.0014
22,YDEX,Яндекс Н.В.,Yandex N.V.,259151342,0.3,1.0,0.0123
23,MOEX,"ОАО  Московская Биржа, ао","Moscow Exchange, Ordinary shares",2278636493,0.56,1.0,0.0122
24,ALRS,"АК ""АЛРОСА"" (ОАО), ао","OJSC ""ALROSA"", Ordinary shares",7364965630,0.23,1.0,0.0108
25,POLY,Полиметалл Интернэшнл плс,Polymetal International plc,389472865,0.5,1.0,0.0096
26,CHMF,"ОАО ""Северсталь"", ао","OAO Severstal, Ordinary shares",837718660,0.21,1.0,0.0095
27,BANE,"ОАО АНК ""Башнефть"", ао","JSOC Bashneft, Ordinary shares",150570662,0.12,1.0,0.0053
28,BANEP,"ОАО АНК ""Башнефть"", ап","JSOC Bashneft, Preferred shares",29788012,0.63,1.0,0.004
29,NLMK,"ОАО ""НЛМК"", ао","NLMK, Ordinary shares",5993227240,0.14,1.0,0.0067
30,RUALR,"Юнайтед Компани РУСАЛ Плс, рдр","Rusal, RDR",2000000000,0.08,1.0,0.0047
31,PHOR,"ОАО ""ФосАгро"", ао","OJSC ""PhosAgro"", Ordinary shares",129500000,0.19,1.0,0.0047
32,EONR,"ОАО ""Э.ОН Россия"", ао","JSC ""E.ON Russia"", Ordinary shares",63048706145,0.18,1.0,0.0042
33,TRMK,"ОАО ""ТМК"", ао","TMK, Ordinary shares",937586094,0.28,1.0,0.0035
34,PIKK,"ОАО ""Группа Компаний ПИК"", ао","""PIK Group"", Ordinary shares",660497344,0.32,1.0,0.0031
35,LSRG,"ОАО ""Группа ЛСР"", ао","OJSC LSR Group, Ordinary shares",103030215,0.33,1.0,0.0029
36,PHST,"ОАО ""Фармстандарт"", ао","JSC ""Pharmstandard"", Ordinary shares",37792603,0.39,1.0,0.0027
37,DIXY,"ОАО ""ДИКСИ Групп"", ао","DIXY Group, Ordinary shares",124750000,0.33,1.0,0.0027
38,IRAO,"ОАО ""Интер РАО"", ао","JSC ""Inter RAO"", Ordinary shares",10440000000000,0.18,1.0,0.0026
39,AFLT,"ОАО ""Аэрофлот"", ао","JSC ""Aeroflot"", Ordinary shares",1110616299,0.32,1.0,0.0025
40,FEES,"ОАО ""ФСК ЕЭС"", ао","""FGC UES"", JSC, Ordinary shares",1274665323063,0.21,1.0,0.0022
41,MVID,"ОАО ""Компания ""М.видео"", ао","OJSC ""Company ""M.video, Ordinary shares",179768227,0.42,1.0,0.0022
42,GCHE,"ОАО ""Группа Черкизово"", ао","OJSC ""Cherkizovo Group"", Ordinary shares",43963773,0.51,1.0,0.0021
43,MAGN,"ОАО ""ММК"", ао","OJSC MMK, Ordinary shares",11174330000,0.14,1.0,0.0017
44,RSTI,"ОАО ""Россети"", ао","JSC ""Russian Grids"", Ordinary shares",161078853310,0.14,1.0,0.0017
45,VSMO,"ОАО ""Корпорация ВСМПО-АВИСМА"", ао","VSMPO-AVISMA Corporation, Ordinary shares",11529538,0.1,1.0,0.0013
46,MSTT,"ОАО ""МОСТОТРЕСТ"", ао","OJSC ""MOSTOTREST"", Ordinary shares",282215500,0.34,1.0,0.0012
47,AKRN,"ОАО ""Акрон"", ао","JSC Acron, Ordinary shares",40534000,0.16,1.0,0.0011
48,BSPB,"ОАО ""Банк ""Санкт-Петербург"", ао","""Bank ""Saint-Petersburg"" OJSC, Ordinary shares",439554000,0.45,1.0,0.001
49,NMTP,"ОАО ""НМТП"", ао","PJSC ""NCSP"", Ordinary shares",19259815400,0.15,1.0,0.0009
50,SVAV,"ОАО ""СОЛЛЕРС"", ао","SOLLERS OJSC, Ordinary shares",34270159,0.34,1.0,0.0009
